650.26837	67.81871
649.78607	68.804855
649.30573	69.347168
648.82336	69.916771
648.34302	70.672485
647.86261	70.487549
647.38013	70.237602
646.89966	69.987602
646.41718	69.746338
645.93665	69.506233
645.4541	69.269402
644.97357	69.052376
644.49097	68.92395
644.01038	68.770744
643.52771	68.62561
643.04706	68.654396
642.56433	68.814972
642.08362	69.196983
641.60089	69.557625
641.12012	69.989502
640.63733	70.404778
640.15649	70.863197
639.67365	71.311234
639.19275	71.76165
638.70984	72.191574
638.22693	72.584793
637.74597	72.919922
637.263	73.262817
636.78204	73.374611
636.29901	73.61998
635.81793	73.518723
635.33484	73.417961
634.85175	73.292816
634.37061	73.115479
633.88745	72.905594
633.40631	72.699104
632.9231	72.458389
632.43982	72.202995
631.95856	71.958961
631.47528	71.696716
630.992	71.427475
630.51062	71.177452
630.02728	70.871826
629.54388	70.773605
629.0625	70.633369
628.57904	70.554405
628.09558	70.473549
627.61407	70.448921
627.13055	70.457344
626.64703	70.449272
626.16345	70.468369
625.68188	70.517784
625.19824	70.563026
624.7146	70.606491
624.23291	70.666267
623.74921	70.713768
623.2655	70.774124
622.78174	70.833496
622.29999	70.91571
621.81616	70.947266
621.33234	70.867447
620.84851	70.762321
620.36664	70.371262
619.88275	70.115517
619.3988	69.798988
618.91486	69.558105
618.43085	69.327171
617.94885	68.952301
617.46484	68.990364
616.98077	69.455727
616.4967	69.860306
616.01257	70.319962
615.52844	70.7192
615.04626	71.17881
614.56207	71.590462
614.07788	71.956528
613.59363	72.272064
613.10938	72.251198
612.62506	72.369682
612.14075	72.079155
611.65637	71.734787
611.17407	71.405457
610.68964	71.005104
610.20526	70.612007
609.72076	70.197876
609.23633	69.778297
608.75183	69.36528
608.26727	68.98304
607.78271	68.628685
607.29816	68.395546
606.81354	68.264427
606.32892	68.16523
605.84424	68.143417
605.35956	68.126221
604.87488	68.280342
604.39014	68.534172
603.9054	68.809006
603.42059	69.107193
602.93579	69.399971
602.45099	69.726967
601.96613	70.001495
601.4812	70.298897
600.99628	70.569695
600.51135	70.815033
600.02637	70.800499
599.54138	70.554947
599.0564	70.30262
598.57135	69.982597
598.0863	69.634743
597.6012	69.262749
597.11609	68.897385
596.63092	68.561424
596.14575	68.315308
595.66052	68.044724
595.17535	67.870605
594.69006	67.833954
594.20477	68.140816
593.71747	68.51313
593.23218	68.91098
592.74683	69.294022
592.26141	69.727951
591.776	70.126595
591.29059	70.523041
590.80511	70.883324
590.31964	71.206772
589.83209	71.293983
589.34656	71.303276
588.86102	71.271149
588.37543	70.825745
587.88983	70.333626
587.40417	69.802498
586.9165	69.286011
586.43079	68.712608
585.94507	68.150009
585.45935	67.599312
584.97357	67.081459
584.48578	66.484909
583.99994	66.452347
583.5141	66.458534
583.0282	66.505989
582.54028	66.630058
582.05438	66.788727
581.56842	66.969704
581.08246	67.159157
580.59442	67.35495
580.1084	67.57254
579.62238	67.751457
579.13629	67.96109
578.64813	68.102386
578.16199	68.070274
577.67584	68.058197
577.18762	68.021744
576.70142	67.932823
576.21521	67.81955
575.72693	67.706795
575.2406	67.536652
574.75433	67.368538
574.26593	67.169907
573.7796	66.964569
573.29321	66.742111
572.80475	66.522964
572.3183	66.301056
571.83185	66.077667
571.34332	65.87178
570.85681	65.948181
570.36823	65.896988
569.88165	66.050262
569.39502	66.218765
568.90637	66.419395
568.41974	67.025421
567.93103	67.614082
567.44434	68.199448
566.95758	68.774323
566.46881	69.342178
565.98206	69.849731
565.49323	70.37693
565.00635	70.750381
564.51746	70.69516
564.03058	70.460762
563.54169	69.960579
563.05475	69.400261
562.56775	68.824135
562.07874	68.245857
561.59174	67.674072
561.10266	67.112236
560.6156	66.589905
560.12646	66.100777
559.63934	65.863091
559.15015	65.733124
558.66095	65.602058
558.17377	65.639694
557.68451	65.812332
557.19727	66.08197
556.70795	66.443375
556.22064	66.914566
555.73126	67.483376
555.24396	68.185738
554.75452	68.946121
554.26508	69.713707
553.77765	70.501022
553.28815	71.318573
552.80066	72.123222
552.31116	72.189972
551.82159	72.046501
551.33398	69.692245
550.84436	68.735695
550.35675	68.881805
549.86707	69.522881
549.37738	70.408165
548.88971	71.863342
548.39996	70.456734
547.91016	70.497993
547.42236	70.786461
546.93256	70.81456
546.44269	70.231903
545.95483	70.423241
545.46497	70.096535
544.97498	70.81823
544.48706	71.503052
543.99707	72.390091
543.50708	73.424721
543.01904	75.065666
542.52899	75.951675
542.03888	76.27739
541.54877	76.287201
541.06067	76.202095
540.5705	75.757851
540.08026	75.457375
539.59009	75.753487
539.10187	76.904381
538.61157	77.276695
538.12128	77.416733
537.63092	77.74855
537.14056	78.255226
536.65222	78.927902
536.1618	79.773811
535.67139	80.775223
535.18091	81.922096
534.69043	83.177063
534.20197	85.184967
533.71143	87.190109
533.22083	88.701286
532.73022	89.97493
532.23962	91.208466
531.75104	93.068756
531.26031	94.838104
530.76965	97.654404
530.27893	101.67743
529.78815	103.94825
529.29736	107.11737
528.80658	110.3296
528.31573	114.87568
527.8269	120.80447
527.33606	128.17168
526.84515	137.83131
526.35419	150.08372
525.86322	168.20609
525.37225	194.49159
524.88123	222.15724
524.3902	248.59135
523.89911	331.0643
523.40802	403.85715
522.91687	543.91431
522.42572	721.25714
521.93457	978.16431
521.44336	1236
520.95215	1432
520.46088	1467
519.9696	1283
519.47833	1008
518.987	741
518.49561	584
518.00421	420
517.51282	334
517.02136	294.91525
516.52991	230.43738
516.03839	193.64911
515.54688	174.28751
515.05536	160.69618
514.56378	150.15817
514.0722	141.5206
513.58057	132.84506
513.08893	125.14541
512.59723	118.38409
512.10553	112.38927
511.6138	107.1092
511.12204	102.57081
510.63028	98.736473
510.13846	95.433449
509.64459	92.101173
509.15271	89.269302
508.66083	86.868629
508.16891	84.863968
507.67697	83.22184
507.185	81.894768
506.69302	80.881012
506.20099	80.088837
505.70691	79.458168
505.21484	78.632988
504.72272	77.764877
504.23059	77.005943
503.73846	76.364082
503.24628	75.826591
502.75201	75.439514
502.2598	75.162361
501.76752	74.997391
501.27524	74.929924
